"","Sex"
"13_9922887",0.384547892307609
"13_9922847",0.384547890791957
"c13.loc50",0.368481725949529
"c13.loc51",0.335734900091154
"c13.loc52",0.301015856933496
"c13.loc53",0.265127160615791
"c13.loc54",0.22900270436903
"c13.loc55",0.193627753261502
"c13.loc56",0.15994788850999
"13_14516270",0.138531934198419
"c13.loc57",0.0628087624200546
"9_10450473",0.102352090813575
"9_10450503",0.0833887753860765
"c13.loc58",0.104894115132353
"13_14835143",0.252830280707684
"c13.loc59",0.217045142623611
"13_15188487",0.0902521510330772
"13_15184596",0.129642384870458
"c13.loc60",0.131851293551044
"c13.loc61",0.15317940597572
"13_16466363",0.166551423675145
"c13.loc62",0.164655954573988
"c13.loc63",0.0696538541792009
"13_18428855",0.114895958209054
"13_18428911",0.0811537891631033
"13_16718443",0.108487381888558
"13_18259226",0.111371350853553
"13_16846519",0.310538221674364
"c13.loc64",0.315211852663182
"13_18364031",0.316331919784709
"13_18212211",0.00481528501381945
"c13.loc65",0.003210364166776
"c13.loc66",0.00169792222853715
"c13.loc67",0.000684251057997187
"c13.loc68",0.00013319490642516
"c13.loc69",6.90140547021656e-06
"13_20851871",0.000246871963838657
"c13.loc70",0.000278327152464897
"c13.loc71",0.00175995110349447
"c13.loc72",0.00598673162814123
"13_20346527",0.010024745254519
"c13.loc73",3.94672383663419e-07
"c13.loc74",0.0194190156878804
"13_22230221",0.0326274722926669
"13_22229184",0.0334636830489004
"c13.loc75",0.028508339837984
"c13.loc76",0.017893588670006
"13_22492670",0.0120054611852893
"13_22492639",0.00158776071705091
"c13.loc77",0.00186993153203474
"12_16438379",0.0112019786485718
"c13.loc78",0.0112115119007754
"13_23343299",0.011283408066916
"11_7993795",0.00447846632176407
"c13.loc79",0.00117337681876251
"13_25011963",0.00011154722516693
"c13.loc80",0.000583971667005301
"c13.loc81",0.0208697192388954
"13_25837911",0.0307014095035569
"13_26025336",0.000488519393080367
"13_26071613",0.000390506334660756
"c13.loc82",0.00260591301909585
"13_26460953",0.0387038560022788
"c13.loc83",0.0387650072582701
"18_5527187",0.0389676196506414
"c13.loc84",1.07057094425045e-05
"13_26988205",0.0124849575469668
"13_26226302",0.0335273920952872
"13_27090277",0.0335520609470947
"c13.loc85",0.0437356470268568
"13_27456627",0.0462850401283603
"13_27775437",0.017827627873352
"c13.loc86",0.0176501458192817
"13_26762665",0.0158500009232441
"c13.loc87",0.0156147540943294
"c13.loc88",0.0137375543988512
"13_28046237",0.0129185151993738
"13_28328230",0.0339226807423643
"c13.loc89",0.0339760459305936
"13_28441366",0.034013435941155
"c13.loc90",0.0352759864519356
"13_28874179",0.0365235209051491
"c13.loc91",5.43957035645803e-05
"13_29035074",0.0746358304705694
"14_130433",0.364607204903486
"c14.loc1",0.095137762580535
"14_130435",0.0116146303657843
"c14.loc2",0.0256349349497711
"14_155831",0.0320354445829594
"14_124731",0.0316473853578643
"14_227091",0.0317523497289471
"c14.loc3",0.0340981628749262
"c14.loc4",0.0390535650469843
"c14.loc5",0.0430548259146093
"14_1276585",0.0440941902126326
"c14.loc6",0.0931433419658845
"c14.loc7",0.197034842915762
"14_1675170",0.268099651908585
"c14.loc8",1.39469661602138
"14_1644422",0.19311681161313
"c14.loc9",0.19731242670597
"14_1675247",0.201952911995406
"14_1771453",0.460240600109373
"c14.loc10",0.46313011182896
"c14.loc11",0.471571282819497
"10_7234127",0.477036139427433
"c14.loc12",0.539665146735032
"c14.loc13",0.00588373725195623
"14_3153678",0.141346010564838
"14_3153680",0.151040678864689
"14_3160394",0.151040681490066
"c14.loc14",0.156272144422253
"14_3296208",0.19897278987829
"14_3322054",0.214338535461543
"14_3322108",0.214338536655319
"c14.loc15",0.217614695520318
"14_3596972",0.288210889366553
"c14.loc16",0.288230093225053
"14_4090452",0.288249840358041
"14_3891985",0.215154010645733
"14_5565801",0.431686336753813
"c14.loc18",0.445246208821764
"14_5851353",0.448296250804738
"14_5694458",0.121533187682772
"14_5737577",0.119551720091124
"14_5780286",0.119551719624134
"14_5771919",0.118033872845899
"c14.loc19",0.0149748079551557
"14_6003433",0.237868418200875
"c14.loc20",0.213601021865649
"14_6783754",0.211027088692703
"14_6783728",0.222602596073955
"14_6919229",0.22236470880609
"c14.loc21",0.22249101646873
"c14.loc22",0.149973543232818
"c14.loc23",0.100004191140151
"14_7829515",0.152663385725134
"14_7776588",0.159341069903704
"c14.loc24",0.182522467417606
"c14.loc25",1.31924525700371
"c14.loc26",0.0788711922350487
"14_8383937",0.0593880205499673
"14_8660925",0.0612782488057348
"14_9037195",0.000734755806291787
"14_9198235",0.00618633314451955
"c14.loc27",0.00578290186487607
"14_10187131",0.00129448705479973
"c14.loc28",0.00121607827672676
"14_9198185",0.00117820995451723
"14_11862177",0.00128318814044803
"c14.loc29",0.00196531704956726
"c14.loc30",0.00602593102311033
"14_12700066",0.0116689216097967
"c14.loc31",0.0110108857127358
"c14.loc32",0.00443870015700298
"14_14133313",0.0415852241321701
"14_14133296",0.0432707239318404
"c14.loc33",0.0406191732483023
"4_10577387",0.000734254001194756
"c14.loc34",0.000707975217160595
"4_10577493",0.00063954324399873
"14_16489468",0.0126317684685375
"c14.loc35",0.0167369638547328
"14_16487533",0.0633076135361534
"c14.loc36",0.0586575702228416
"14_17377883",0.041868235470794
"c14.loc37",0.0213019223994948
"4_10577335",0.00756831062399499
"c14.loc38",0.00930750094737931
"c14.loc39",0.0128516014200599
"c14.loc40",0.0174167177326154
"c14.loc41",0.0217033867079266
"c14.loc42",0.0229404556426047
"c14.loc43",0.0201057186876952
"c14.loc44",0.0155616435693275
"c14.loc45",0.0115086368344066
"c14.loc46",0.0085219040130724
"14_20893124",0.0068260919690033
"c14.loc47",0.00780613596628399
"14_20102915",0.0086276858225105
"14_20734690",0.0515127705101222
"14_20893138",0.0529151511521775
"14_20893101",0.0456959993006052
"c14.loc48",0.0411835746833162
"14_27233177",0.00987814447812951
"c14.loc49",0.0109055458649507
"c14.loc50",0.0298707655950992
"14_21475133",0.0539128581350639
"c14.loc51",0.0480593296223617
"14_21475064",0.000123853743595248
"c14.loc52",5.85006744557859e-06
"c14.loc53",0.00351028819857646
"c14.loc54",0.0130713097797965
"c14.loc55",0.0261769700388612
"14_22622919",0.0334995785220613
"14_22579388",0.000870136593512427
"c14.loc56",0.00228958325721607
"c14.loc57",0.0248696121443004
"18_32006717",0.0545766021153824
"c14.loc58",0.0470689974991174
"c14.loc59",1.873318780099e-06
"c14.loc60",0.135275809145142
"c14.loc61",0.262880982721967
"c14.loc62",0.273026753759822
"14_24001581",0.26981318468134
"c14.loc63",0.286880489218895
"c14.loc64",0.315054197925114
"c14.loc65",0.341834077011292
"c14.loc66",0.366722302512827
"14_24436637",0.371017211191415
"c14.loc67",0.374555416266787
"c14.loc68",0.375627054287641
"14_24674907",0.375612063669365
"14_24726221",0.402076390823538
"c14.loc69",0.379915984835449
"14_25060614",0.344819611747006
"c14.loc70",0.327192667522773
"14_24674005",0.263375305634113
"c14.loc71",0.259707458634843
"c14.loc72",0.247916501149433
"c14.loc73",0.23308558066114
"c14.loc74",0.21560221925089
"c14.loc75",0.196095873377082
"c14.loc76",0.175362748917927
"c14.loc77",0.15425711660226
"c14.loc78",0.133579564988587
"14_26697000",0.131220523668574
"c14.loc79",0.0716801307804005
"14_27052967",0.0318702391076684
"c14.loc80",0.0146446041733839
"14_27100557",0.00302156325435021
"14_27118850",0.00306973156610013
"c14.loc81",0.00526073852640963
"14_27233180",0.00310296617673345
"14_27285728",0.00377998489123854
"c14.loc82",0.00171095314556169
"c14.loc83",1.09706216022687e-06
"14_27565589",0.000106474019013092
"c14.loc84",0.000190589235522509
"14_27830765",0.00018282149380866
"14_27931716",0.0992568262618931
"c14.loc85",0.0986433753407567
"14_28227292",0.098060515526015
"c14.loc86",0.277198846159017
"c14.loc87",0.00576653243200553
"14_28537981",0.0104664392983906
"14_28538005",0.10449559430684
"14_28560940",0.10585720468881
"14_28538025",0.106406819274135
"c14.loc88",0.105369408947318
"c14.loc89",0.074000556729203
"14_28925764",0.0718278787883406
"14_28913313",0.113892670453417
"c14.loc90",0.0984983042317964
"c14.loc91",0.07490167948135
"14_29535618",0.063141687735552
"c14.loc92",0.102707049665717
"14_29564069",0.168113638625059
"c14.loc93",0.166145376875399
"14_29768710",0.163668773070327
"c14.loc94",0.657604739517481
"14_29974825",0.00285358724035945
"c14.loc95",2.91091975057611e-05
"14_30257641",0.000240977054012603
"2_16557224",1.02593141586706
"c15.loc1",1.05148634442128
"2_16557277",1.05244755924477
"c15.loc2",1.05440277952518
"c15.loc3",1.05249685005985
"c15.loc4",1.04256117650408
"c15.loc5",1.02147165642569
"c15.loc6",0.985545679028881
"c15.loc7",0.930971514269366
"c15.loc8",0.854749495845844
"c15.loc9",0.756186035235487
"c15.loc10",0.638521209916043
"c15.loc11",0.509648279081766
"c15.loc12",0.380848698156086
"c15.loc13",0.263672570683809
"c15.loc14",0.166648693952368
"c15.loc15",0.0936256083698623
"c15.loc16",0.0441520741221666
"c15.loc17",0.0150271414070318
"c15.loc18",0.00194483435622317
"c15.loc19",0.000647014186107242
"c15.loc20",0.00750368781183397
"11_11718739",0.0172672145111861
"c15.loc21",0.0228761504236559
"c15.loc22",0.0717833354299131
"c15.loc23",0.149434195189365
"c15.loc24",0.251495812148583
"c15.loc25",0.368676689001489
"15_3214737",0.439358316664482
"c15.loc26",0.417144360123601
"c15.loc27",0.246346532018919
"4_23787790",0.0633410062218616
"c15.loc28",0.0843779529797501
"c15.loc29",0.117903092648206
"c15.loc30",0.131148608172815
"c15.loc31",0.1329491829284
"c15.loc32",0.13036197601609
"c15.loc33",0.126546090069546
"18_32006759",0.125580332532678
"c15.loc34",0.0653808785043992
"18_18740943",0.0568758682307404
"c15.loc35",1.56314526864514
"15_5592293",1.23492714964456
"15_6670011",1.22598648595933
"c15.loc36",1.23969895363891
"11_8037893",0.00837908165089374
"c15.loc37",0.0127667733806831
"c15.loc38",0.0273019515296866
"c15.loc39",0.0462539137494318
"c15.loc40",0.0680385945727551
"1_1432206",0.0790222716222573
"15_9620634",0.154458182006685
"c15.loc41",0.154879562074072
"17_17189706",0.155244126577109
"c15.loc42",0.0623910638377154
"15_10104107",0.00195722043156366
"c15.loc43",0.00198718914996476
"15_10104081",0.00203038252319487
"c15.loc44",0.00343111953932862
"c15.loc45",0.00546758214075282
"c15.loc46",0.00799032369780406
"c15.loc47",0.010903731263781
"15_10966206",0.0140300554046107
"c15.loc49",0.0487977871111696
"15_11421787",0.127874665805237
"c15.loc50",0.139640775296307
"c15.loc51",0.323193482621122
"c15.loc52",0.445819802541564
"1_11209426",0.506828121895815
"c15.loc53",0.517106668619363
"15_12062722",0.527714593303635
"c15.loc54",0.467985880050712
"15_12409905",0.448350112153143
"15_12409901",0.448350110921773
"c15.loc55",0.381703225412672
"15_12872594",0.360039611409434
"c15.loc56",0.372528548812539
"c15.loc57",0.380068028463995
"15_13258859",0.377955204385465
"c15.loc58",0.3535835122847
"15_14224942",0.299452546433088
"c15.loc59",0.29481145241445
"c15.loc60",0.288399268051641
"15_13824710",0.28788689106625
"15_13782184",0.288993332721553
"15_14318463",0.287497425224856
"c15.loc61",0.290870860090585
"15_14522792",0.297188162831432
"c15.loc62",0.297900852270963
"c15.loc63",0.299991329270796
"c15.loc64",0.301760627643382
"15_14940190",0.302568139113589
"c15.loc65",0.35750817047073
"15_15249593",1.68349425422321e-06
"c15.loc66",5.98137346017324e-05
"c15.loc67",0.00995382900519104
"15_15640823",0.0316491570877133
"c15.loc68",0.00135921749405554
"15_15938964",0.0436130048800578
"15_16026481",0.0421320311929563
"15_16029228",0.31013093458462
"c15.loc69",0.309690440972297
"c15.loc70",0.299117470999583
"c15.loc71",0.28840565504489
"c15.loc72",0.277592048871099
"15_16775282",0.270428768131289
"c15.loc73",0.000502898653273576
"15_16906382",0.22679126804745
"15_16944128",0.255824511661864
"c15.loc74",0.259225175570577
"c15.loc75",0.264642341045636
"c15.loc76",0.267898424621521
"c15.loc77",0.264855226141854
"c15.loc78",0.246656057874233
"c15.loc79",0.199407691927476
"15_18461648",0.132036023082414
"15_18442677",0.132036018695345
"c15.loc80",0.119358074313794
"15_18517441",0.0999793182805959
"15_18608924",0.151112643893718
"c15.loc81",0.150992947039633
"15_18667076",0.137628105327039
"c15.loc82",0.149015119681813
"15_18935198",0.326694080961992
"15_18919732",0.330578168506193
"c15.loc84",0.26045983297314
"15_19084186",0.252772401581815
"c15.loc85",0.210894817249205
"15_19106930",0.190146425594421
"c15.loc86",0.25071531119054
"c15.loc87",0.351859970386144
"15_19449749",0.381596808066682
"4_6943168",0.372560823637059
"c15.loc88",0.35524025634583
"15_19591533",0.352012016216669
"c15.loc89",0.000340163995275589
"15_19735454",0.165212505172669
"c15.loc90",0.17350440990721
"15_19735459",0.19086425571313
"c15.loc91",0.160577731721027
"c15.loc92",0.0156244069192439
"c15.loc93",1.26323217403162
"c15.loc94",1.34238747834269
"15_19559986",1.28090127756548
"15_12434071",0.170997459390129
"c16.loc1",0.149832691624503
"c16.loc2",0.125476879616343
"c16.loc3",0.0979452850962446
"c16.loc4",0.0679906797612446
"c16.loc5",0.0378818888283519
"c16.loc6",0.0125065848794677
"c16.loc7",0.000126593349484949
"c16.loc8",0.0108446804950404
"c16.loc9",0.0508550935731762
"16_157508",0.114053658898335
"c16.loc10",0.110240050614053
"16_136028",0.00399115329257427
"c16.loc11",0.00046971730211709
"16_535115",0.000440796075437788
"c16.loc12",0.109557014063434
"16_837377",0.160836869447969
"c16.loc13",0.156381011992416
"c16.loc14",0.146639663585965
"16_1191190",0.141104627435148
"16_1261816",0.230295460568477
"c16.loc15",0.218345944155061
"16_1654149",0.189366120551853
"c16.loc16",0.188057730648303
"c16.loc17",0.185258438550449
"c16.loc18",0.181968684056613
"c16.loc19",0.178078023086968
"c16.loc20",0.173447160210785
"16_2778383",0.169964440861186
"16_2789979",0.174810206450474
"c16.loc21",0.174678528870224
"16_2848603",0.1734189091042
"16_2800127",0.173418908870779
"16_2996961",0.17002219876175
"c16.loc22",0.138245472561884
"16_3022275",0.383236329968568
"16_3022309",0.383042859727162
"c16.loc23",0.943918655918132
"c16.loc24",1.60629517765852
"c16.loc25",0.35235998894612
"12_11308887",0.116025715818516
"c16.loc26",0.111906343725195
"12_11308848",0.10087183745685
"c16.loc27",0.937945949614736
"16_6132045",0.112120042859594
"16_6228053",0.118283609368966
"c16.loc28",0.102880787638519
"c16.loc29",0.0111251267874479
"c16.loc30",0.197555786513988
"c16.loc31",0.289110840322174
"3_6059128",0.288201494893414
"16_6739476",0.291497235610223
"16_8000284",0.362645150728156
"c16.loc32",0.364558299794197
"16_9192348",0.373835189994644
"c16.loc33",0.370509380605462
"3_6059194",0.369097321290837
"c16.loc34",0.317180250633236
"16_11549139",0.296266040274254
"16_12991468",0.230233041924443
"c16.loc35",0.230779763971015
"c16.loc36",0.236187162126498
"16_13698018",0.241410505728552
"16_13698008",0.241410506198584
"c16.loc37",0.241675702500629
"c16.loc38",0.247237990250689
"16_14019789",0.249251326059863
"c16.loc39",1.44604685724148
"16_14019756",1.36030422970467
"c16.loc40",1.27917107728719
"c16.loc41",1.18736652062183
"c16.loc42",1.09155673378893
"c16.loc43",0.994183086148944
"13_3252820",0.923092810788766
"c16.loc44",0.916768164095458
"c16.loc45",0.883740462887992
"c16.loc46",0.834781919614102
"c16.loc47",0.769399257973603
"c16.loc48",0.689199575722299
"c16.loc49",0.598113345304036
"c16.loc50",0.50185745953555
"c16.loc51",0.406740836611384
"c16.loc52",0.318325168923089
"c16.loc53",0.240499556183899
"c16.loc54",0.175209525356856
"16_17498022",0.167101180879129
"c16.loc55",0.163955576170871
"c16.loc56",0.159530500562219
"c16.loc57",0.15418217982355
"c16.loc58",0.147818452232492
"16_17431826",0.146474096495218
"16_17458658",0.483319483251535
"c16.loc59",0.472183969282447
"c16.loc60",0.447176862691265
"c16.loc61",0.42148383315596
"16_18331100",0.40858720299169
"c16.loc62",0.426229698781107
"c16.loc63",0.453606382336012
"c16.loc64",0.467889177553992
"18_33757550",0.468331828673655
"c16.loc65",0.460147142427076
"c16.loc66",0.380111131970658
"c16.loc67",0.300180255382841
"16_19163249",0.231837464461726
"c16.loc68",0.23181671489224
"16_19218912",0.231752077163222
"c16.loc69",0.191422596729744
"c16.loc70",0.115902404564828
"c16.loc71",0.0281560504077021
"c16.loc72",0.0110302255359898
"c16.loc73",0.151781934673309
"c16.loc74",0.314137192775291
"c16.loc75",0.402992392222373
"16_20280959",0.408517249202028
"16_10372933",0.465293191006829
"c16.loc76",0.657030545248233
"16_20207555",0.774703404474799
"16_20754235",0.798167912050133
"c16.loc77",0.748292661085578
"16_20734891",0.550759276630458
"c16.loc78",0.585330181440874
"c16.loc79",0.631526479030391
"16_21189350",0.635936684148838
"16_22013957",0.765915412478272
"16_22011493",0.765915420567481
"c16.loc80",0.784121226866432
"16_22128911",0.84668642736338
"c16.loc81",0.921195181402062
"c16.loc82",0.0284304612174395
"16_22599146",0.248543840465572
"c16.loc83",0.230297738165852
"c16.loc84",0.166970805724752
"16_22133666",0.15299956136792
"c16.loc85",0.141410469682995
"c16.loc86",0.126774440896291
"c16.loc87",0.112410948769949
"16_22877691",0.099711259887826
"c16.loc88",0.0995048985418165
"16_22877761",0.0920275517825075
"c16.loc89",0.0819708418248126
"c16.loc90",0.071685364026429
"16_23326135",0.0673876127226904
"c16.loc91",0.0259960965470469
"16_23321614",0.0998040602700101
"17_217269",0.947696732074562
"c17.loc1",0.961343632004386
"c17.loc2",0.974992175445458
"17_427922",0.97609699000693
"17_679913",1.31246848449009
"c17.loc3",1.30919613787152
"c17.loc4",1.23492696373037
"17_1012250",1.18713227497459
"17_1012269",1.18713227424277
"c17.loc5",1.15563603525047
"17_1074151",1.0938344737944
"17_1251614",1.09398140527495
"17_1377163",1.25369766686102
"c17.loc7",1.16578573586206
"17_1485885",1.10039486923043
"c17.loc8",0.890956799192296
"17_1846189",0.649025086984061
"17_1846156",0.616171484377794
"c17.loc9",0.613042055047984
"c17.loc10",0.524390897370225
"c17.loc11",0.23508513187663
"c17.loc12",0.0277193121293351
"c17.loc13",0.32220028485429
"17_3326406",0.399871624384254
"17_2933903",0.368071917004571
"17_2902008",0.00779761631594056
"17_2939211",0.00523649771586321
"c17.loc14",0.279868085925273
"c17.loc15",0.576622640676739
"17_3380646",0.578042462625952
"17_3492008",0.571604649562467
"c17.loc16",0.522132971192605
"17_3678280",0.467125355769781
"c17.loc17",0.442560354145236
"c17.loc18",0.386601637586367
"17_3925201",0.372176993481993
"c17.loc19",0.319194962525707
"17_4143051",0.289926996166358
"17_4200691",0.210664322953448
"c17.loc20",0.227210175348702
"c17.loc21",0.400828017172692
"c17.loc22",0.460488192865647
"c17.loc23",0.00857715584677976
"17_4956722",0.00500614829826418
"17_4983574",0.0046764205836638
"c17.loc25",0.0231439450423636
"c17.loc26",0.176344700102462
"4_19367472",0.14584891849978
"c17.loc27",0.15509580670642
"c17.loc28",0.161685502147115
"17_5533921",0.161674899997941
"c17.loc29",0.0448209436515725
"c17.loc30",0.000880795235417509
"17_5885473",4.753448026662e-05
"17_6004065",2.51315800383622e-05
"c17.loc31",0.000257626651212206
"c17.loc32",0.0761622949809819
"c17.loc33",0.00635677863428441
"17_6265079",0.00621780029839414
"17_6265011",0.00779098686350466
"c17.loc34",0.00794952050786435
"c17.loc35",0.00869217929488286
"c17.loc36",0.00946946258388692
"17_6602678",0.0102393383796766
"c17.loc37",0.0170726084907997
"17_6744814",0.0528933264110094
"c17.loc38",0.0542529682472548
"c17.loc39",0.0557252919200764
"c17.loc40",0.0570424845589557
"c17.loc41",0.058208792656373
"c17.loc42",0.0592305149986103
"c17.loc43",0.0601155044638446
"c17.loc44",0.0608727022513804
"c17.loc45",0.061511722375954
"c17.loc46",0.0620424963301502
"c17.loc47",0.0624749812723593
"c17.loc48",0.062818930174025
"c17.loc49",0.0630837190265936
"c17.loc50",0.0632782242530681
"c17.loc51",0.0634107426167887
"17_10144665",0.0634748088029369
"c17.loc52",0.113228532084072
"17_10144692",0.154180880753579
"17_10144600",0.329717541074288
"c17.loc53",0.328103916994657
"c17.loc54",0.31616762312666
"17_10615175",0.306276935799495
"c17.loc55",0.302494442711783
"c17.loc56",0.152495318581217
"c17.loc57",0.227547043970844
"17_11098255",0.284793643431435
"c17.loc58",0.286487457850711
"17_11143959",0.288137459920499
"c17.loc59",0.188259778398852
"17_11756483",0.183303003756052
"17_11804525",0.415595757256632
"17_11804177",0.364468843443447
"17_11804545",0.364479737381025
"c17.loc60",0.377480465712381
"15_13345468",0.500569990156144
"c17.loc61",0.530620326653825
"c17.loc62",0.571471328965714
"c17.loc63",0.60680746858926
"17_12124396",0.608368459070242
"17_12418896",0.679820501041064
"17_12823782",0.679820506045097
"17_12664542",0.680421194096809
"17_12664468",0.675608459369812
"c17.loc64",0.753927248538723
"17_12418905",0.934599600276975
"c17.loc65",0.876515719006726
"c17.loc66",0.563001753077671
"17_13760069",0.816742140135233
"c17.loc67",0.81193667381207
"4_13925699",0.810976351390394
"17_18376592",0.57064687388921
"8_21089511",0.626687646237272
"c17.loc69",0.655124977142933
"c17.loc70",0.729538664049429
"c17.loc71",0.801289411712318
"8_21089555",0.812931960918746
"c17.loc72",0.019643599785006
"17_17189524",0.72885403635879
"18_2352415",0.444055559741919
"c18.loc1",0.428922933521761
"c18.loc2",0.395923210553349
"c18.loc3",0.347085282525704
"c18.loc4",0.288760283087896
"9_20274097",0.287190853885001
"c18.loc5",0.25413531039711
"c18.loc6",0.166691974638987
"c18.loc7",0.0240105829003383
"c18.loc8",0.0283434735046839
"c18.loc9",0.120438983498559
"c18.loc10",0.18103364290964
"18_3845009",0.189950828840487
"c18.loc11",0.213617869794255
"c18.loc12",0.245395925595744
"c18.loc13",0.278768251072279
"c18.loc14",0.313337740897914
"c18.loc15",0.348660703011745
"18_4382081",0.37016342137283
"c18.loc16",0.320203567200693
"18_4474754",0.00963423593945123
"18_4493288",0.00963423594328106
"c18.loc17",0.297424779973767
"18_4701680",0.468709951383353
"18_4997133",0.468400513140161
"c18.loc19",0.0135755892989451
"18_5385362",0.295083990333524
"c18.loc20",0.291148033685985
"c18.loc21",0.277190469316366
"c18.loc22",0.263494505563209
"18_5834674",0.251141000975522
"c18.loc23",0.241380220097867
"c18.loc24",0.129347474127265
"18_6031168",0.0958741894027568
"c18.loc25",0.0995129848354779
"c18.loc26",0.103123376096114
"c18.loc27",0.103821086612214
"18_6598486",0.102964139939154
"18_6796525",0.1029643902516
"c18.loc28",0.116619983203371
"c18.loc29",0.146383312448719
"18_6938444",0.154298208525546
"c18.loc30",0.155988234752151
"c18.loc31",0.15577845862466
"18_7190789",0.154653803784569
"c18.loc32",0.143106041558681
"18_7329572",0.131525340380769
"c18.loc33",0.173892269054754
"c18.loc34",0.00382155134351336
"18_7622618",0.0336846901521923
"c18.loc35",0.0325669356114489
"18_8069708",0.030642466256829
"c18.loc36",0.0294752588129654
"18_7943458",0.0289748588154737
"18_8085999",0.0621500334077965
"18_8276990",0.0735079800842513
"c18.loc37",0.0648043049610365
"18_8536420",0.0108637516405778
"c18.loc38",0.0129791668675523
"18_8877775",0.0326853546251087
"c18.loc39",0.0300697043511278
"c18.loc40",0.0192214402253512
"c18.loc41",0.0105564656787465
"c18.loc42",0.00438405928264274
"c18.loc43",0.000874663663246622
"c18.loc44",4.41001492816895e-05
"18_10262477",8.04295933107824e-05
"c18.loc45",0.00225062661178299
"c18.loc46",0.00855497637260072
"c18.loc47",0.0190767225322901
"18_10908692",0.0219048370215589
"18_10905045",0.143425058707443
"18_11058645",0.125740366718873
"18_11016489",0.150266014642341
"c18.loc48",0.148530341005241
"c18.loc49",0.127905979688769
"18_11346823",0.108807489823981
"c18.loc50",0.115073633840453
"18_11355983",0.135171862414296
"c18.loc51",0.131823547265192
"c18.loc52",0.11994065703071
"c18.loc53",0.107653849234822
"c18.loc54",0.0963364664727635
"c18.loc55",0.0864614533737225
"18_12350424",0.0813234053261453
"c18.loc56",0.143474043525529
"18_12137323",0.153727963383069
"18_12489391",0.046265009778935
"18_12438777",0.076432210959176
"c18.loc57",0.0780546197909899
"18_12217024",0.0861175429657237
"c18.loc58",0.0856695018689351
"c18.loc59",0.0618295483173554
"c18.loc60",0.00150847399386578
"c18.loc61",0.0421425685636336
"18_13727682",0.0536217085836412
"18_13786991",0.0875480820554202
"18_13705369",0.0898119274015983
"c18.loc62",0.0885187990796723
"c18.loc63",0.0657471758455372
"c18.loc64",0.0340018452421518
"18_14378796",0.0116426113649695
"c18.loc65",0.0411330578330862
"c18.loc66",0.197232128772249
"18_14371226",0.208196458125755
"c18.loc67",0.189064982269763
"18_14787346",0.18123108214975
"18_14787621",0.387355988667437
"c18.loc68",0.384276275406293
"c18.loc69",0.378904799075038
"c18.loc70",0.373688821227532
"18_19525649",0.370997444284001
"c18.loc71",0.37475167026151
"c18.loc72",0.380174381317488
"c18.loc73",0.381806058501013
"c18.loc74",0.379452259443035
"c18.loc75",0.373182016868661
"c18.loc76",0.363321298551014
"c18.loc77",0.350403871106359
"18_20287551",0.34249642531595
"18_20330236",0.337727100996744
"c18.loc78",0.341090448233324
"c18.loc79",0.384838920802771
"c18.loc80",0.319838079109303
"c18.loc81",0.00288480862930385
"17_4735661",0.0104556215346676
"c18.loc82",0.0218561283927841
"c18.loc83",0.197430577458341
"c18.loc84",0.450317639750786
"c18.loc85",0.644971371647983
"c18.loc86",0.757859338451226
"c18.loc87",0.81666478479719
"18_23240627",0.817153272778889
"c18.loc88",0.732155403522945
"c18.loc89",0.454922282733605
"c18.loc90",0.0553237967720079
"c18.loc91",0.0456697077389734
"c18.loc92",0.212969448986712
"c18.loc93",0.342719926725003
"18_23946070",0.410401972617883
"c18.loc94",0.403523046655692
"c18.loc95",0.373234664436104
"c18.loc96",0.34166099831306
"18_26558746",0.341307496055528
"18_26379007",0.467599993929845
"18_26379010",0.468061420326883
"c18.loc97",0.40887194188462
"16_8638511",0.39114956497248
"c18.loc98",0.39421223254076
"7_17086479",0.393969667801493
"c18.loc99",0.40840985474432
"c18.loc100",0.414199632171567
"18_29975041",0.40617158343202
"c18.loc101",0.391471310685084
"5_4316098",0.295225295043394
"c18.loc102",0.310991705443328
"18_30764626",0.349372224432038
"c18.loc103",0.336168504276067
"5_4316057",0.316851306962569
"18_30764661",0.334972448095094
"c18.loc104",0.305378729704849
"18_30764615",0.29775297560024
"18_30764638",0.22158719992575
"18_30764614",0.219275653032255
"c18.loc105",0.220142002029341
"c18.loc106",0.216241900932594
"18_31160265",0.215450799161864
"18_31160355",0.216197441597465
"c18.loc107",0.296317662857838
"c18.loc108",0.414063711789829
"18_31624774",0.517930285615819
"18_31643840",0.465882855437343
"c18.loc109",0.467630476703
"18_31691725",0.51236495711148
"18_33376662",0.604874097535472
"18_31822254",0.615376208141093
"18_33123281",0.628029000837429
"c18.loc110",0.627369267695997
"18_31952418",0.627100728219965
"18_32516041",0.615882771793046
"c18.loc111",0.540406017251463
"18_32516030",0.400364954370872
"c18.loc112",7.96051855402879e-05
"18_34125332",0.00456216131731679
"c18.loc113",0.01144502917154
"c18.loc114",0.0213653816825286
"c18.loc115",0.0320772331350838
"18_32027400",0.0407758434494099
"c18.loc116",0.0424604941484574
"c18.loc117",0.0684988895994891
"c18.loc118",0.101590059229054
"c18.loc119",0.140698746656263
"c18.loc120",0.183688757562031
"c18.loc121",0.227626106916603
"c18.loc122",0.269416292308918
"c18.loc123",0.306508319899685
"c18.loc124",0.33734850818648
"18_32516169",0.347320915021086
"19_472225",0.0141484633418045
"c19.loc1",0.060138403168807
"c19.loc2",0.040518374335818
"19_867297",0.00841347749618393
